ABCG5	ABHD17AP6	ABCA6	ABCC8	ABCG8	AC005220.1	AARD	AC004836.1	ABCA9	AC004930.1	AC004707.1	AADAC	ABCB5	AC005180.2	ABI3BP	AC005180.1	AC004947.1	ABCC13	AADACL2	AC002398.2	AC004147.4	ABCA8	ABHD17AP7	ABCG2	ABCB11	AC004835.1	AC003965.2	AC004467.1	AC004386.1	AC000111.2	AC004233.2	AC005070.2	AC005261.5	AC005264.1	AC005096.1	AC005229.1	AC004704.1	AC004223.2	AC004884.1	AACSP1	AC003080.1	ABCA12	AC004988.1	AC004593.1	ABCA9.AS1	AC005089.1	AC004080.1	AC000111.1	AC005256.1	AC000099.1
0.0395427259	0.0281798736	0.3742182076	0.1823002508	0.0827949008	0.0499204549	0.213452028	0.0464034512	0.3331817559	0.0579129687	0.9875173624	0.026456644	0.1032886586	0.8637482268	3.3779962548	0.6264861177	0.1216568008	0.5185916759	0.0522141772	0	0.3024464196	4.3633813605	0	15.7900760323	3.8638102585	0	0.2220361365	0	0.0773187598	0	0.029959051	0.1131530311	0.2121109451	0.0126864114	0.1182467367	0	0.0252313791	0	0	0	0	0.0078111162	0.0166119639	0.0368669024	0.004919697	0.0393839198	0	0	0	0
0.0574583703	0.1819881972	0.5303391474	0.1611795733	0.0802045544	0.0537318093	0.6203217094	1.5358483421	1.4344788019	0	0.4982404139	0.071191426	0.1436717884	2.1974589074	7.8184138698	1.5779027759	0.4099151625	0.6113459136	0.2810032703	0.4318083587	0.2219575676	4.0726637337	0	14.5200904782	0.4841182822	0.0081697488	0	0	0.0624164513	0.1230541955	0	0	0.1027373889	0	0.0763648223	0	0	0.0436570951	0.074449717	0.0070264674	0	0.0504449017	0.0134101975	0	0	0.0105977063	0	0	0	0.0124212655
0.0114568822	0.0816467469	0.3056949751	0.072311216	0.0319846919	0.072318329	0.0530094551	0.0336116734	0.3357710183	0	1.2517645312	0	0.1197050502	0.6066847245	3.882273811	0.7623608517	0.1149395952	0.7830686042	0.0798434664	0.0322875772	0.2389884219	3.4344355883	0.0358147915	21.3537568086	0.9142818889	0	0.0804143432	0	0.0280023666	0.1104134764	0.0434008166	0	0.1229116133	0	0	0	0	0	0.0668018839	0	0	0.0022631479	0.0240652749	0.0801120336	0.0142540475	0.0190181178	0	0	0	0
0.0764330397	0.0453912688	0.2745993736	0.1258472592	0.1333634651	0.2412309736	0.1080583189	0.1868631096	0.399268335	0	0.6296372078	0.0142051812	0.1586953681	0.2529634409	3.2223996853	0.2421898701	0.0511202638	1.5093422391	0.0981224784	0.1077011013	0.3100181235	1.6417161565	0	84.7137585991	5.8603115285	0	0.0894122351	0.0718007342	0.0311356666	0	0	0.0911317011	0.2562463118	0.0102174395	0	0	0	0	0.0742766216	0	0	0.0176146661	0	0.029692033	0.0158489915	0	0	0	0	0
0.0911640746	0.0618738109	0.2305215928	0.0929202599	0.1272534175	0.0365363454	0.1874684122	0.2292453973	0.5336489249	0.0635789947	0.8582719675	0.1742704819	0.088970757	0.8045797335	3.0097455163	0.4401789343	0.1567870355	0.6762665574	0.1210144857	0.0244682798	0.211296173	3.1111690862	0	26.1422977285	1.3324310769	0	0.0609398666	0.0489365596	0.0212208471	0.0836739101	0	0	0.1280747737	0.0069638054	0	0	0	0	0.2024961085	0	0	0.0085753317	0.0091186136	0	0	0	0	0	0	0
0.1031292731	0.0204151179	0.0391596326	0.015722472	0.0559826198	0	0.0441819716	0.2353212645	0.0746283247	0	0	0.230000537	0	0	0.6445657851	0.0363090002	0	0.099390893	0.0042029941	0.0322930047	0.0398380992	0.0322269423	0	0.2066272701	0	0	2.0106965186	0	0.0280070737	0.6625922206	0.7379379076	0	0.2151314804	0.0275722938	0	0	0.0365581185	0.1175370391	0.0668131132	0.0063057346	0	0.0090541135	0	2.0298460093	0.0071282218	0.2853197202	0.1689303812	0.1014923005	0.3722861676	0.0222943338
0.1620809418	0.0412521281	0.0821719303	0.0190619158	0.1131221583	0	0.0535661961	0.0679293717	0.0753994471	0	0	0.1290983864	0.0093047903	0.1532641341	0.5413806334	0.2934734016	0.0309724715	0.1205014597	0	0	0.0804994798	0.1608844002	0	0.5951946892	0.0083609438	0.0148150057	5.2005701661	0	0.0565929326	0.2231462264	0	0	0.3105062847	0.0185714626	0.0692399063	0	0.0738717353	0.0791676869	0.2700139291	0	0	0.0137215022	0.218862222	2.2666958783	0	0.2882678828	0	0	1.4104985269	0
0.6518820987	0	0.0180385348	0	0.4789180225	0	0	0.2013117555	0.1256904341	0	0	0.2295533327	0	0	0.1162612981	0	0	0.0238074339	0	0	0	0.0340562981	0	0.1053066444	0	0	0.4816288793	0	0.8385785349	0	51.4685688298	0	0	0	0	0	0	0	1.6003969029	0.1888042204	0.1664037197	0.4066429047	0	0	0	0.1708589732	0.1686019194	0	1.3933586573	0
0.6348076532	0.0149798563	0.137038533	0.0092292535	0.7687448667	0.0176911425	0.0064838184	0.0493342902	0.1591447872	0	0.0874907413	0.1218864568	0.0185836308	0.111309395	0.3732383075	0	0.0168705178	0.0685535898	0	0	0	0.0765047896	0	0.3322635953	0.027324933	0	0.2360599245	0	0.0616516557	0.1620618653	0.3185126273	0	0.1804062869	0	0.0251430386	0.0382370905	0.0268249914	0.1149924265	0.0980499686	0	0.0203897914	0.0166089316	0.4150376002	0.1763793609	0	0.0488499732	0.0206591413	0.0744712857	0.1707311135	0
0.7540400339	0.1119503882	0.0123888282	0	0.5701278305	0	0.0484561382	0	0.0127887302	0.2300712702	0.5721212844	0.0350348337	0	0	1.0912562432	0	0	0.0381520909	0	0	0	0.0363841251	0	0.2049190892	0.0340350044	0	0.8820845679	0	1.3054503872	0	0.2380370779	0	0.2527964065	0.0503993986	0	0	0	0	1.8319154428	0	0.0761904858	1.4460575522	0	0.2196921151	0.0390890319	0	0.1543939303	0	3.827823316	0
0.0337582758	0	0.2289579732	0.003705541	0	0.0284119425	0.2186730105	0.0792307798	0.2006214549	0	0.2107649556	0.1204611856	0.029845277	0.491597383	2.1231366265	0.2139366031	0.0451567012	0.0819870828	0	0.0380547836	0.0469460882	0.35742997	0	0.3574700592	0.0097519539	0.008639889	0.1895559034	0	0	0.1301355296	0.460377627	0.0966006046	0.1448660834	0.0108305982	0	0	0	0.0461694066	0.1574680702	0.0148616315	0	0.0186717396	0.1134552556	0.0314738812	0	0.2353589028	0.0663570864	0	0.0548387712	0
1.6231344112	0.0500743064	0.0424840734	0.0501334085	1.3927609323	0	0.0758588372	0.0412283721	0.0343216386	0	0.0365577453	0.3290854594	0.0056473561	0.2325514939	0.2904838883	0.0890589026	0.0093990607	0.0146271897	0	0.1188126724	0.1465726425	0.0395232051	0	0.6146497159	0	0.0089916711	1.5781909687	0	0.1717397367	0	0	0	0.1507644581	0.0225431547	0.0420237748	0	0	0.0480492425	0.1638795481	0	0	0.0166559821	0.1180747055	0.0327553733	0	0.0699833679	0.0345294424	0	1.0272886082	0
0.0206890042	0	0.0054387037	0.0756989237	0	0	0.0106361382	0	0.0140356523	0	0.0717604622	0.5075503917	0.0221707812	0.0456483367	0.1191813288	0.0437041997	0	0.0023926847	0	0	0	0.0022818078	0	0.1852109703	0.0049804631	0	0.0968089255	0	0.4382480267	0.3987725169	0.2089968656	0	0.1294740856	0.0110626845	0	0.1254492188	0	0.141476279	0.1608424154	0.0075900489	0	0.0572155555	0.0869148456	3.9542442683	0.1458609396	0.0915818483	0.1016685545	0	0.1680416938	0.013417555
