ABCG5	ABHD17AP6	ABCA6	ABCC8	ABCG8	AC005220.1	AARD	AC004836.1	ABCA9	AC004930.1	AC004707.1	AADAC	ABCB5	AC005180.2	ABI3BP	AC005180.1	AC004947.1	ABCC13	AADACL2	AC002398.2	AC004147.4	ABCA8	ABHD17AP7	ABCG2	ABCB11	AC004835.1	AC003965.2	AC004467.1	AC004386.1	AC000111.2	AC004233.2	AC005070.2	AC005261.5	AC005264.1	AC005096.1	AC005229.1	AC004704.1	AC004223.2	AC004884.1	AACSP1	AC003080.1	ABCA12	AC004988.1	AC004593.1	ABCA9.AS1	AC005089.1	AC004080.1	AC000111.1	AC005256.1	AC000099.1
0.0280091439	0	0.0809931574	0.0399681971	0.0078194383	0.0235733067	0.0604774551	0	0.0250822665	0.0820425318	0.0291451791	0.1749060211	0	0.1112391624	1.0762981736	0	0.0149865538	0.1205004469	0	0	0	0.0759931448	0	0.3438746384	0.0161823359	0	0	0	0.0547668938	0.3239192189	1.7825452741	0	0.1802924564	0.0359444641	0.0335028989	0	0	0	0	0	0	0.0486887923	0.0588334362	0.0522275767	0.0348474968	0.2231732593	0.9359568096	0.0992323956	0.0454995701	0
1.1366035917	0.0167354001	0.0074079956	0.0154662948	0.3278003319	0	0.0072436806	0	0.0191178003	0	0.1466161484	0.6703791919	0.0075496414	0.0310885368	0.0763931836	0	0.01256509	0.1124371648	0	0	0	0.0093240724	0	0.4180536081	0.0271353255	0.0120204731	1.9779348328	0	0.0459178914	0.0905272419	0.3202562509	0	0.0503871887	0	0.0280896426	0	0.0899061288	0.0321172016	0.1095408006	0	0.0227793451	0.0148443141	0.0098654758	0.2408387651	0.0467471778	0.6782877818	0.3231236561	0	0.4577753107	0.0274138457
0.5910431681	0.042979916	0.1141514497	0.0264803968	0.9597181404	0.0507590864	0.0558097417	0.141548998	0.1914837796	0	0	0.2959120839	0.0048472542	0.2395250837	0.4577842616	0.0764412817	0.1774834074	0.0041849499	0	0	0	0.4509852046	0	0.9810910539	0	0.0308710233	6.9423106658	0	1.0023752299	2.0924315605	3.1985460943	0	0.6146716761	0.1160958146	0	0.1097091256	0	0	0.1406615434	0.0132754534	0	0	0.0760096539	0.1124587277	0	0.7608653411	0.4149236809	0	0	0
0.0540240539	0.0349999095	0.010328572	0.0161728706	0.013711034	0.0206673674	0.0227238218	0	0.0119947168	0	0.3577333409	0.4600347819	0	0.0975264383	0.1115036287	0.0622485614	0	0.0340793747	0.0072056607	0.0276817466	0	0.0048750208	0	0.3240956968	0	0.0125696269	1.1720347058	0	0.0720234669	0.3786518708	0.0744193595	0	0.092205962	0.0393918775	0	0.0446698112	0.2193647845	0.067168944	0.1145451584	0	0.0476400333	0.0523883522	0.0309485366	1.3049966262	0.0427724647	0.1304414298	0.3378855201	0	0	0
0.2601315181	0.0394427834	0.030554151	0.0151882066	0.1545150688	0	0.0085361248	0	0.0473106238	0	0.1439799505	0.0370308146	0	0.0366354678	0.0712686328	0	0	0.0211229679	0	0.0311956559	0	0.1025519384	0	0.0552101337	0.0039971137	0.0070826051	1.0877277769	0	0.2434982868	0.5333972259	0.0419330609	0	0.1929767325	0.0443922659	0.1986089992	0.0503401783	0	0.0378476708	0.3227136821	0	0	0.0065598342	0	0.8256293903	0.0550879811	0.5236861117	0.1903882833	0.2941304703	0.0449544387	0
0.0495006509	0.0160346936	0.0260253581	0.0148187254	0.0188445255	0	0.0138807795	0.0264041327	0.0274760151	0	0.1873031622	0.0100361032	0	0.0297868685	0.1448643571	0	0.0120389933	0.2014072371	0	0	0	0.002977892	0	0.0414361884	0.0129995885	0	1.0107302717	0	0.1099883057	0	0.1363765387	0	0.1569018469	0.0288748946	0	0.0409296336	0.0861417845	0.0923173904	0.1049543582	0.0049527278	0.065476741	0.0017778484	0.0094524111	1.3635517646	0.0055987358	0.0149399555	0.353822354	0	2.3757954326	0.0087553453
0.1770522693	0	0.0132980898	0	0.0823807932	0	0.013003128	0.0494693136	0.0240228487	0	0.1754603908	0.2256370133	0	0	0.7542335436	0	0.0112777939	0.2457132781	0	0	0.2344937933	0.0334752769	0	1.5720588695	0.2435530565	0	2.9588249862	0	0	0	0.0638768734	0	0.226125053	0	0	0	0	0	0	0	0	0.2564775864	0.0177095115	0.0393026878	0	0	0	0	0.2054380667	0
0.0991131844	0	0.0109704293	0.0057259717	0.1019416341	0.0219517174	0.0321812906	0.0918232722	0.0424670494	0	0.3256836621	0.0349016514	0	0	0.2333304794	0	0.0069778203	0.7203242534	0	0	0	0.0103559467	0	0.2121455992	0.0301383315	0	0.5858209269	0	0.1274988055	0.7038198312	0.079044066	0	0.0559634267	0.0418398409	0	0.0948915316	0.0332852799	0.0713430816	0	0	0.0253002845	1.2509588093	0.0109572661	0.1945395308	0.1233113866	0.0779330048	0.0256345022	0	0.1694787616	0
0.0200493414	0.0178600455	0.12912847	0.0220075391	0.0279863228	0.021092633	0.2009921543	0.2058694208	0.2999174383	0	0	0.1453216655	0.006042742	0.5971992451	0.4670813512	0.6670590091	0.020114226	0.0660831679	0	0.1695080685	0	0.5870892279	0	0.3115340121	0.0036198578	0.006414134	0.2110855193	0	0.1470109399	0.3864432651	0.1139259931	0	0.1882065073	0.0241214587	0	0.0455889671	0.0959479633	0.1371021143	0.0584510581	0	0.0243101532	0.0198023445	0.2105690293	0.1168288693	0.2930958911	0.23296959	0.073893874	0	0.0407115448	0
0.1299661039	0	0.1024960582	0.0917098419	0.1382217905	0	0.0954501118	0.0726263942	0.1461110498	0	0.5151903099	0.0690124909	0	0.2867579516	0.1782581702	0.0784414548	0	0.3822063907	0	0	0.0860656709	0.4279744283	0	3.4999240634	0.259232942	0	0.6950208898	0	0.0605060893	0.1192879118	2.7195700294	0	0.1659882262	0.0198555989	0	0	0.0394898233	0	0	0.0068114103	0.0300163846	0.0293405696	0	0.259653011	0.0076998552	0.5753073407	0.1216516088	0	0.1508028404	0
0.236305133	0.0263127124	0.0271773446	0.0688990881	0.3813911645	0.0310751942	0.0227781689	0.3899593777	0.0811579753	0	0.0768404803	0.1317528619	0	0	0.6706218273	0	0.1185349373	0.0666137162	0	0	0.6161601132	0.0268767401	0	0.07932892	0	0	0.6219729445	0	0.0721957207	0	2.2379203027	0	0.2178624289	0.0236916531	0.088329491	0	0	0.0504971907	0	0	0	0.0612659204	0	0.1032724501	0	0.3064532766	0.108865806	0	0.4198543712	0
0.0121550987	0	0.0734923502	0.0066711371	0.0509009013	0	0.0374933394	0	0.0247384655	0	0.3162025684	0	0	0.0804572372	0.3459851751	0.0770306087	0	0.0253032833	0	0	0	0.0321743074	0	0.3637503557	0.0438914456	0	0.6825202609	0	0.2376713129	0.2342848046	0.3683663323	0	0.2934049788	0.0779939065	0	0	0.5429138439	0.4155971258	0.4252379369	0.013377801	0	0.3265456431	0.127659422	0.0566628663	0.0453681946	0.2421256615	0.059731793	0	0.0987270028	0
0	0	0.0089759346	0	0	0	0	0	0.0046328355	0	0.1184321214	0.2538338333	0.0045737802	0.1506743181	0.2506892349	0	0	0.0315907356	0	0	0	0.0301268227	0	0.375535847	0.0164393257	0	0.4793149064	0	3.8389281924	0.2193755616	0	0.1628441669	0.09157783	0	0	0.4140780772	0	0	2.787238719	0	0	0.0044965467	0.095628421	1.9100518826	0.1982450728	0	0.0559306254	0	0	0
0.1860035365	0	0.0263288384	0.007852704	0.1997209282	0	0	0	0.00582401	0	0.2233243107	0.6062871224	0	0	0.2278743384	0	0.0191390246	0.14396038	0	0	0	0.052075238	0	0.6916696626	0	0	0.6025542721	0	0.9092419919	0	0.3252074992	0	0	0	0	0	0	0	2.502772447	0	0	0	0.0300539963	0.3334939058	0.0356024263	0.2375083774	0.9843577057	0	0.6972789612	0
0.2269250962	0.0951274913	0.0596538307	0.0073261361	0.1117971117	0	0	0.4699358089	0.0489012971	0	0.1388994419	0.0595402284	0	0	0.357338995	0	0	0.129675752	0	0	0	0.0309166462	0	0.3175233219	0.0192803535	0	0.1873832093	0	1.9575512668	0	0	0	0.143205625	0.0428258305	0.3193347297	0.1214096588	0	0	2.1792843466	0.0293825742	0.1294825306	0	0.1682322433	0.1244525074	0.2491131294	0.2437403191	0	0.2364597641	0.1084204159	0
0.6943619149	0	0.0102116436	0.0639591188	0.7659034481	0	0	0.0284907274	0.0177883894	0	0.2273679584	0.0541460466	0.0019512932	0	0.1234044531	0	0	0.0657024552	0	0	0	0.0080330522	0	0.756355939	0.0245470487	0	4.2942514416	0	0.0949441322	0.0935913013	2.7591325575	0	0.0520926349	0	0	0.0441641104	0	0.0332042668	0.1698726126	0.0053441187	0	0.0537136143	0	0.4979807834	0.0483294211	0.0806029502	0.7397050931	0	0.591586937	0
0.1116904237	0	0.0587221223	0.0674295093	0.1091339075	0	0.0344517725	0.1966033326	0.095472764	0	0	2.8147593835	0.0044883696	0.0739303161	0.5147241681	0.0707816655	0.0149402509	0.0038751014	0	0	0	0.0849971774	0	0.4370855443	0.0080661692	0	0	0	0.1637930524	0	0.0846208506	0.1598032216	0.3295149343	0.0716668178	0.0667987743	0	0.071267303	0.305506159	0.7814828394	0.0122925555	0	0.0176503133	0	0	0.3473983079	1.1124186781	0.329317075	0.1978516077	0.3628719443	0.0217305636
0.0465873347	0	0.2106454683	0.005113747	0	0	0.0143702226	0	0.1403278421	1.501065933	0.1454306727	0.6649587913	0	2.2819504429	1.0261265735	0	0	0	0	0	0	0.3298696557	0	0.1930376194	0.3364490099	0	0	0	0.1366398568	27.6569453766	0	0	9.146299626	0.9117376442	1.5603012153	0	0.3567167444	3.5680417498	0	0	0	0.5889715718	0.0195714156	6.8192648981	0.0115923	3.2634833318	0	6.6020908568	0	0
0.0558662127	0.0199063517	0.176232615	0.0490580847	0.1637624216	0.0235093112	0.1292427309	0.0327795444	0.3320063185	0	0.3778587477	0.0373781135	0.0112251437	0.8505183557	1.4254891636	0.8851035403	0.0298917384	0.1162967606	0	0.3778587477	0	0.6155370422	0	0.3986690377	0.0282422089	0	0.3136940547	0	0	0.6460797241	0.1693053452	0	0.344622434	0.0179234421	0	0	0.1782352584	0.0382026307	0.06514806	0	0	0.0044142377	0.1525516683	1.406316392	0.4031335804	0.0649154921	0.3843477355	0	0.0453760505	0.0108693677
0.1646182948	0.0469256748	0.0934733179	0.0939621214	0.0091914455	0	0.1726444604	0.0772719314	0.1608176098	0	0.0342590241	1.4097958135	0.005292255	0.8281296138	0.8188867944	0.5842126604	0	0.0114228699	0	0.0371139428	0	0.2069771604	0	1.647160878	0.0380434126	0	1.6638250591	0	0	0	0.3492187695	0	0.08830282	0.0105628298	0	0	0	0	0.0767874679	0.0217413038	0.0319363784	0.0468260026	0.1244815473	0.0920872265	0	0.0218609569	0	0	0.8557275899	0
0.1618938385	0	0.3989857691	0.0666396886	0.1129915721	0.0283863631	0.0416145024	0.9103336504	0.9912211111	0	0.0701917342	0.7973368606	0.1111413356	0.0446504359	1.3280515238	0	0.135348139	0.0140422747	0	0.0380205227	0	1.685104194	0	0.201866389	0.0194863483	0.0086321104	1.420389338	0.0760410454	0.0329744349	0.3900551032	1.5843175033	0.0965136345	0.0723678298	0.032462542	0	0	0	0.04612784	0	0.0074241257	0	0.0106599596	0.2550445	0.5660198114	0	0.6270586874	0.0662973447	0.1194930713	0.219157598	0
0.1612994272	0	0.0173463643	0.0120718206	0.1535136967	0	0.0565386956	0	0.0208906738	0	0.1907291383	0.3433810566	0.0029463397	0	0.429809451	0.0929276551	0	0.0839443018	0	0	0	0.0703507726	0	0.2812940056	0.005294946	0	0.1029217614	0	0.0716800704	0	0.0555484048	0.1049010261	0.0196642154	0.011761219	0.0438493035	0	0	0	0	0	0	0.3504870731	0	0.0683565583	0.0273654851	0.036511736	0.1080882435	0	2.9775400416	0
0.3066060023	0	0.2835935197	0.0062324423	0.2456938655	0	0.0525416588	0.1665752904	0.196449117	0	0.0295409047	0.1013033421	0.0570426348	0.9019963057	1.2217443282	0.7196506585	0.0227850559	0.005909834	0	0.0960079401	0.0394799006	0.2724053446	0	0.2744781456	0.0082010277	0	0.63763764	0	0	0.2188782055	9.5069369624	0	0.1218269464	0.0455406357	0.0339577923	0	0.0362294114	0	0.0662123725	0	0	0	0.8348516532	0.3440886074	0	0.1979280158	0	0	0.2305867557	0
0.0702241098	0	2.3924730441	0.1271866587	0.0098023898	0	0.0108305841	0	1.1548135486	0	0.2192170814	0.2192608897	0.1015924467	0	4.8448878672	0	0	0.0219278418	0.0618182659	0	0.1464861805	1.0595264789	0	0.6789489432	0.0608581686	0.080877303	0.8872087539	6.1746144586	0.0343276858	0.9474796997	1.5961325171	1.5071174344	64.4137862385	0.9011942687	8.9037848859	0	0.582510798	14.3102277965	0	0.0309152294	1.9073124594	0.0832307844	6.711537455	2.7170922502	0.3844241572	1.8767792892	0	0	0	0.1639541979
0.141918159	0.0505685394	0.0447687557	0.0623116614	0.2575295372	0	0.087551501	0	0.0404371251	0	0.07383714	0.3165081243	0.0057030955	0	1.0002786908	0.1798758267	0.0189836588	0.2117256921	0	0	0	0.2582625218	0	0.6098265444	0.0102491856	0	0.3984419255	0	0.3468696132	0	3.0106304352	0	0.0380631255	0.045531311	0.4243854914	0.1290795969	0	0	0.4964911141	0.015619395	0	0.0168203765	0	0.0661573373	0.0353134148	0.1177901721	1.6737718932	0	0.2305395421	0
2.3227204585	0	0.0705712019	0.0448418255	2.1506192386	0.0491173066	0	0.1369706594	0.1520330855	0	0.1214537036	0.0780929839	0	0.3090370037	1.1984121701	0.1479376457	0.0468389418	0.0161983582	0	0	0	0.0386193178	0	3.1167605734	0.0168587455	0	0.983087525	0	0.2282244364	0.2249725338	0.0884311589	0	0.3443523354	0.0374469159	0.1396131801	0.2123212666	0	0.2394468696	1.0888952733	0.0256921296	0	0.7931380875	0.1471023118	0	0	0.3681277472	0.8603639172	0	1.3272397081	0
0.1746879309	0.0565864771	0.0166988289	0.043579435	0.2216746044	0	0	0.0931802556	0.0323209772	0	0	0.1416697412	0	0	0.2206346844	0	0.0212428199	0.0165294578	0	0	0	0.078817418	0	0.2924568419	0	0	0.4458587326	0	2.7170431965	0	0.1203182934	0.454432939	0.0851856987	0.0764246857	0	0	0	0	5.7409553111	0	0.077022532	0.018822095	0.0333575845	0.1480608573	0	0.1845310016	0	0	0.5159500618	0.0308976371
0.4364873051	0.0444371312	0.0393405682	0	0.0522240507	0	0.0384679643	0	0.0456867584	0	0.1297688532	0.6118897063	0.0100231965	0	0.376108625	0	0.0166819004	0.0432683874	0	0.0702914621	0	0.0206316664	0	0.2296651733	0.0180129548	0.0159588459	1.7506552832	0	2.1946453879	0.2403749482	0.3779418738	0	0.3679279128	0.020005332	0	0.4537150612	0	0.0852800827	3.7811958938	0	0.1209709648	0.0788315463	0.0261955759	1.6859380766	0	0.6624523338	0.7354139763	0	0	0.0242637892
0.0422988662	0	0.7042338256	0.0038691793	0.0098406368	0.0296666256	0.0434913715	0	0.4505275885	0	0	0.125780801	0.0453283734	0.0466642296	0.7262242934	0.0893536525	0.0094301679	0.0440267997	0	0	0	0.4828459025	0	0.7411026591	0.2647477082	0	6.1357298679	0.3973529851	0.1033848765	0	0.3204720613	0.4034661079	10.2291893912	0.3958108648	1.7286771345	0.0641205306	0.0899667136	1.5908727969	0.3288438497	0.0543127453	2.3250589271	0.0111407379	0.5923274312	2.4319197734	0.0701680188	0.7372573458	0	0.7492942005	0.1717814215	0.0411484786
0.0269559977	0.0768400853	0.031179123	0.026629885	0	0	0.0831478535	0.1897974348	0.021944701	0	0.1121972715	0	0	0.2854841605	0.8092987054	0.1366627753	0.0144230581	0	0	0.060773522	0	0.035675998	0	0.1116939112	0	0	0.60544188	0	0.289892096	0.6234796562	3.1451225971	0	0.144594537	0.0345929492	0	0.0490348711	0	0	0.7544299288	0.0059335095	0.0522953384	0.0106495658	0.1358911052	1.2565953807	0	0.1252894564	0.0794792428	0	0.3940990403	0
0.0229787911	0.0409392256	0	0.0189173288	0.0160377304	0	0	0	0	0	0.1195539903	0	0	0	0.0350396214	0.0728118424	0.0153687708	0.1116149452	0.0084284266	0	0	0	0	0.0528967222	0.0165950501	0	0.3225702001	0.1295168228	1.1794370327	0	0.3481918657	0	0.2465208451	0	0	0.104500126	0	0	3.6175388432	0	0	0.013617423	0	0.0535595884	0.0142944988	0.1525767122	0	0	0	0
0	0.045343959	0.0936679111	0.0139684548	0.017763262	0	0.0981324487	0.0746673395	0.0569788845	0	0.132417044	0.0567615027	0	0.084233262	0.1983602012	0.0806458147	0	0.0838875929	0.028005774	0	0	0.0252632357	0	0.1171759734	0	0	0.1786380877	0	3.8567986607	0.2452802758	0	0.3641468711	0.1706528235	0.0408271611	0.0761078669	0.462974017	0	0	5.6391396334	0.0140056489	0.0617198087	0.0301650976	0.0801904459	0.4745773758	0.0791623633	0.1056204668	0.562816168	0	0.4134418623	0.02475894
0	0	0.0531053622	0	0.0165874403	0	0.0183273335	0	0.0386961622	0	0.1854777411	0.2120169223	0	0	0.2295240584	0.1506150879	0	0.0453516892	0	0	0	0.0432500944	0	0.2553124572	0.0343277253	0.0152065801	0.8340665717	0	0.0580887363	0	0	0	0.5736838568	0.0381246471	0	0	0.5307696365	0	0.1385753238	0.0130785587	0	0.0140841743	0.0499215452	0.2215815955	0	0.0591774141	0	0	0.4825931037	0
0.0214416398	0	0.0479107236	0.0470716435	0.0299297936	0	0.0661383914	0.3145224763	0.0610942444	0	0.2788912587	0.0478194844	0.0043082478	0.0709634342	0.537662106	0.0679411414	0	0.1376248508	0	0	0	0.0283777995	0	0.4359977001	0.015484935	0	0.3009920754	0	0.628879632	0	0.1624498982	0	0.0575074982	0.0515930789	0.2564723472	0.1950193154	0	0.2199344669	1.2502021943	0.0353977367	0.0519966754	0.0084709962	0	0.0999535088	0.1200444983	0.053388822	0.421468428	0	0.1741548035	0
0.1146048302	0.0510452548	0.0941474914	0.0628990806	0.0999835761	0	0.1104710739	0	0.1224549914	0	0.3726660562	0.6389837655	0.0057568592	0.1896485624	0.6019415658	0	0.0383252399	0.3280378883	0	0.1614886244	0	0.4123755586	0	1.7697794167	0.0517290294	0	0.4021980833	0	0.4201675115	0.2761204458	0.2170722853	0	0.499485363	0.0459605399	0.4283862222	0	0	0	0.3341143952	0.0315332817	0.0694801122	0.0113192961	0	1.0684961612	0.0891157961	0.2615813059	0.0703979472	0	0.2327128648	0
0.102426655	0	0.1211661511	0.0252968753	0.1072309071	0	0.0631885832	0.0600989206	0.1626004936	0.0750053458	0.2930978128	0.5482405131	0.0041160976	0.1016976397	0.2516348047	0.0324554648	0	0.1243793181	0.0037569233	0	0	0.3270401193	0	0.3969032882	0.0776700669	0	0.7189191634	0	0	0	0.3104090889	0	0.1373565813	0.0164306665	0	0	0	0.0700417567	0.1791663746	0.0056364964	0	0.0222562591	0.0753018096	0.2626127019	0.0318584579	0.3570535604	0.125834596	0.0907207516	0.0831937023	0
0.031323156	0.0558056228	0	0.0859561378	0.0218615648	0.065906188	0	0	0.025499976	0	0.325936057	0.1047860975	0	0	0.0212283003	0	0	0.1141095387	0	0.0882743488	0	0.0259099307	0	0.0841228324	0	0	0.219853095	0	1.0718199509	0	3.5597395226	0	0.0420050975	0	0	0	0	0	2.1916390039	0.017237003	0	0	0	0.2190265796	0.2143383853	0.5199560034	3.4633397072	0	0.8904530378	0
0.5623095428	0	0.1205894627	0.0771537142	0.981140478	0	0.2053997937	0.1736502988	0.1385364185	0	0.192472534	0.3135179105	0.0029732713	0.048974328	1.2736358861	0	0.0395880221	0.0795775735	0.0217105678	0	0	0.0636496381	0	0.1476099178	0.0641201453	0	0.3115876116	0	0.1085029134	0.2852183664	0	0.1058598937	0.2182835587	0.0118687246	0.0442501163	0	0	0.1517844064	0	0.0081430687	0.0358847097	0.3858444723	0	0	0	0.0614091306	1.1998386893	0	0.3004756808	0
0.1534590118	0	0.016692887	0.0116170475	0.1107978632	0.022268198	0.008161313	0.0310490332	0.0387713718	0	0.0825947708	0.0118016109	0.0021265083	0	0.1918659421	0.0335350716	0.0424705222	0.0991414568	0	0	0	0.0385192488	0	0.296413233	0.061145679	0.0135432315	1.5599502932	0	0.1293369713	0.3059858088	2.5658769248	0	0.1135405164	0.0254658306	0.0316480499	0	0	0	0	0	0.0513300835	2.767954039	0.0555761915	0.1233401443	0	0.404066936	2.4703874083	0	0.6447080906	0.0102955476
0.2409185906	0	0.0292303504	0.0508555483	0.1034743434	0	0	0	0.0603477679	0	0.1928385491	0.1239924124	0	0.12266865	0.1130366245	0	0.0247895654	0	0	0	0	0.1410313057	0	0.1279822673	0	0	0.2601501181	0	0.4529551991	0	1.6848826389	0	0.2485212015	0.0891847106	0.5541783063	0	0	0	1.2966730027	0.08158554	0	0	0	3.5420188391	0	4.8605468303	0	0.3282846729	0.4515706199	0
0.0672759794	0	0.2122252648	0.1076931804	0.0078257237	0	0.1296987166	0	0.2669985528	0	0.0583372129	0.1125299656	0.2252949511	0.2226571561	3.0833087565	0.4618776782	0.0149986002	0.0505730642	0.0041127102	0.0315993237	0.0779646864	0.2003379695	0	0.4258869242	0	0	1.574004047	0	0.0274054581	0	0	0	0.3157654117	0.0089933392	0.0670596579	0	0	0.0383374147	0	0	0	0.0177192469	0.3061797821	0	0	0	0.027550269	0	0	0
0.0792722687	0.0470774009	0.1180877269	0.0507585786	0.1659809603	0	0.0203767855	0	0.0645350343	0	0.2062187688	5.2448966237	0.0212374664	0.1749067849	0.8730203389	0.0837288016	0.0530192088	0.0595909798	0	0	0	0.205460634	0	0.6995189053	0.1144992582	0.1014423252	1.8546719458	0	1.0333520434	0	0.7006958166	0	0.318917995	0.0423879315	0.1580347478	0.2403364624	0	0.0903470709	4.0058588422	0	0	0.7881764859	0.5827921727	0.0615899832	0.0164377279	0.0877265624	0	0	5.4729020409	0
0	0.139133969	0.027372551	0	0	0	0	0	0.0052980218	0	0	0.4644472058	0	0	0.4895670389	0	0	0	0	0	0	0.0172262283	0	0.0998733936	0.0657989416	0.0166558724	0.1827117781	0	2.7994997804	0.250873685	0.0986122631	0.1862254662	0.8727220837	0.020879095	0	0.4735317477	0	0	6.9819955337	0	0	1.3369627774	0.1913779494	0	0	0.3024813462	0	0	2.748655352	0
0.0110987233	0	0.0568936037	0.1675124508	0.0232386026	0	0.1027046035	0.0976827695	0.0225884947	0	0.0577444064	0.0990101933	0.0089202227	0.0367324294	0.7258552892	0.1406720634	0.0074230943	0.0442830985	0	0	0	0.0385587593	0	0.366202924	0.0080153855	0.0142027006	0	0	0.0813809144	0.3208853673	0.1261321301	0.0793985588	0.2232547797	0.0178039028	0	0	0.0354093058	0.0379478406	0.3235677946	0.0122151629	0.0269147657	0.3507837774	0.0815953569	0.5432532973	0.02761689	0.0276353752	2.5088685963	0	0	0
0.07420379	0	0.0227577167	0.0746635951	0.0345263413	0	0.0762957708	0.0725652205	0.0151022048	0	0	0.3585626783	0	0	0.2388742884	0	0.1158016715	0.0686533853	0	0	0	0.0122759983	0	0.1613258966	0.0267946126	0	0.8680443358	0	0.9672819931	0	0	0	0.0995090479	0.0198388744	0.0739651926	0.1124849628	0	0	1.2979847905	0	0	0.1172634234	0.1558656684	0.4612165393	0	0.0821175365	1.3370405489	0	12.8576698121	0
0.144081422	0.3422623817	0.0909023345	0.01054358	0.1474874743	0.0404210324	0.9036748555	0.3381595519	0.1016563091	0	0	0.1713774228	0	3.6876640099	2.3923448348	2.1305395957	0.0385460546	0.0599868931	0	0.5413968583	0	0.3591334848	0	0.2211150535	0	0	0.2696769256	0	0.046954261	0.5554226836	0	0	0.2576221532	0.0154084487	0.2297890202	0	0	0	0.1120131431	0	0	0.0151793512	0.0201762804	2.7314082099	0.2509618882	0.3667293311	0	0	0	0.0186883853
0.030826161	0.0366134479	0.0675295732	0.0225579461	0.0358578233	0	0.0396190295	0.0301454571	0.0690122829	0	0.1603822641	0.0229163307	0.0309693526	0.1360300342	0.6197804929	0.1302365915	0.0206172813	0.0926912358	0	0	0	0.1189945198	0	0.7411504381	0.0482350723	0	0.3606079209	0.0579158176	0.1004584484	0.1980540913	0.5449512776	0	0.1377953843	0.0164831564	0	0	0.0655650765	0.035132757	0.1198258295	0	0	0.0040595199	0.3453365521	0.0958006005	0.0511363741	0.1790971066	0.4292044078	0.0910105705	0.6259460635	0
0.0556601121	0.0330548558	0.1658278796	0.0076370469	0.0906434845	0	0.1573805822	0	0.2643231057	0.1358632656	0.1206617814	0	0.0167755982	0.3684263645	0.9540502173	0.2645514696	0.0248178853	0.1190862685	0	0	0	0.4051608619	0	0.5730190166	0.0267981126	0.0059355469	0.7162301212	0	0.0453472661	0.178804505	0.0702836446	0	0.1368428133	0.0372027485	0.0554811406	0	0.029596286	0	0	0.0051049215	0	0.1869129931	0.1071716443	0.3243352394	0.0173123425	0.3233800352	0.1367606452	0	0.0753477499	0
0.0358958234	0.042634886	0.0094362563	0.1247721449	0.0167019966	0	0	0	0.0146112773	0	0.1245057929	0.6137583226	0.0048083419	0	0.0405454736	0.0758276337	0	0.0290594802	0	0	0	0.0673026733	0	0.1101752994	0	0.0153115999	0.1679653621	0	0.8773486391	0	28.6464754033	0.1711954652	0	0.0383879439	0	0	0	0.0818213621	2.0929853116	0	0	0.1087243927	0.0502663139	0	0	0.1787583171	1.8815670683	0	0	0
0.0684933668	0	0.046814207	0.0150366081	0	0	0.0211273072	0	0.055760001	0	0.1425428389	0.2138569869	0.0055049222	0.2720234781	0.1531835618	0	0	0.0095055148	0	0	0	0.0861177829	0	0.1997158071	0	0	0.1922983581	0	3.5490544535	0.5280732113	0.7265039801	0	0.1102214814	0	0.1638555141	0.1245942907	0.0874083446	0.0936747516	6.7093439666	0.0753832321	0	0	0.0287741755	0.3192923865	0.3749496413	0.7504012233	0	0	0	0
0.0987028979	0.0703399962	0.2231434606	0.0379200865	0.2066649795	0	0.15222835	0.0579140032	0.2651661615	0	0.1540593484	1.4308369734	0.0951949306	0.9800038619	0.9264657873	0.3127553495	0.0528119065	0.0205469939	0.007240678	0.1668976274	0	0.4800737588	0	0.8785535171	0.0071282233	0	0.6927826043	0	2.1712043511	0	0.5982481145	0.2824421387	0.3706162166	0.0633332954	0.4132192061	0	0	0.2024860921	2.3020362399	0	0	0	0.2280588697	0	0.0982407439	0.6717610884	0.6790550758	0	0.962029992	0
0.3210921902	0.0953434664	0.0070340314	0.0244758973	0.2116517626	0	0.0137560225	0.0523336377	0.0254137963	0	0.2784295915	1.4918851763	0	0	0.1118275163	0	0	0.114497526	0	0	0	0.0177067649	0	5.2356307004	0.0644137572	0.0114136657	1.5024691164	0	0	0.5157439325	0.13515082	0	0.0239217926	0.0286153741	0.1066865798	0	0.3414702537	0	0.1040110543	0.0098164279	0	0.003523739	0	0.2910484765	0.0110968315	0.8735350526	3.0242897175	0	0.941776948	0
0.0612376015	0.0396732632	0.1024423036	0.0030553915	0.0077708981	0.0234269722	0.0085860047	0.1306589489	0.0702475922	0	0.115857026	18.6111844488	0.0067114973	0.0368495434	1.8543799294	0.0705602842	0.0297870455	0.0154519257	0	0	0	0.0386816963	0	0.1452394958	0.0281432933	0	0.9377861163	0	0.0272134605	0	0.1265342774	0	0.1642421611	0.017860667	0	0	0	0.0380688298	0.0649198853	0	0.0270005781	0.1363620955	0.6665377041	0.1038067338	0	0.0462058086	0.3556443385	0	0.7686911307	0
